Dependencias,Municipios,Genero,Edad
Subsecretaría de Planeación Educativa y Cobertura,LA UNION,femenino,27
Oficina Control Interno Diciplinario,EL TABLON DE GOMEZ,masculino,32
Secretaría de Agricultura y Desarrollo Rural,LINARES,masculino,14
Subsecretaría de Talento Humano,PROVIDENCIA,femenino,71
Subsecretaría Administrativa,IMUES,masculino,62
Secretaría de Recreación y Deporte,BUESACO,femenino,11
Secretaría de Equidad de Genero e Inclusión Social,LINARES,femenino,64
Subsecretaría Administrativa,BARBACOAS,femenino,77
Subsecretaría de Gestión Ambiental y Crecimiento Verde,RICAURTE,femenino,20
Secretaría de Planeación,FUNES,masculino,15
Secretaría de Agricultura y Desarrollo Rural,EL PEÑOL,masculino,54
Secretaría de Hacienda,LINARES,femenino,61
"Secretaría de TIC, Innovación y Gobierno Abierto",SAPUYES,femenino,88
Secretaría de Agricultura y Desarrollo Rural,SAN PEDRO DE CARTAGO,femenino,22
Subsecretaría de Infraestructura y Vías,ARBOLEDA,masculino,75
Subsecretaría de Planeación Educativa y Cobertura,FUNES,femenino,51
Subsecretaría Administrativa,MALLAMA,masculino,53
Subsecretaría de Planeación Educativa y Cobertura,EL TAMBO,femenino,14
Dirección Administrativa de Gestión de Riesgo de Desastres,ALBAN,femenino,31
Subsecretaría de Minas,ALBAN,masculino,24
Secretaría de Gobierno,GUALMATAN,femenino,29
Subsecretaría Administrativa,CUMBITARA,femenino,59
Dirección Administrativa de Turismo,CUASPUD,masculino,12
Subsecretaría de Minas,BUESACO,masculino,80
Dirección Administrativa de Cultura,CONTADERO,masculino,28
Dirección Administrativa de Turismo,TUQUERRES,femenino,86
Secretaría de Agricultura y Desarrollo Rural,OLAYA HERRERA,masculino,84
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",LA FLORIDA,masculino,86
Secretaría de Equidad de Genero e Inclusión Social,LEIVA,femenino,62
Secretaría de Ambiente y Desarrollo Sostenible,TUQUERRES,femenino,72
Subsecretaría de Gestión Pública,ILES,masculino,87
Subsecretaría de Asistencia Técnica,ILES,femenino,38
Oficina Jurídica,OSPINA,femenino,12
Subsecretaría Administrativa y Financiera,CHACHAGUI,femenino,9
Archivo General,SAN BERNARDO,masculino,60
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",ROBERTO PAYAN,masculino,69
Dirección Administrativa de Gestión de Riesgo de Desastres,SAN LORENZO,masculino,28
Secretaría de Equidad de Genero e Inclusión Social,GUACHUCAL,masculino,57
Subsecretaría de Talento Humano,IPIALES,masculino,38
Secretaría de Gobierno,SANTA BARBARA,femenino,77
Secretaría de Ambiente y Desarrollo Sostenible,GUACHUCAL,masculino,84
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",BARBACOAS,femenino,6
Secretaría de Ambiente y Desarrollo Sostenible,CUMBAL,masculino,18
Subsecretaría de Talento Humano,LEIVA,femenino,19
Subsecretaría de Presupuesto,SAN PABLO,masculino,51
Subsecretaría de Infraestructura y Vías,ANCUYA,masculino,81
Oficina Control Interno de Gestión,SANTA BARBARA,femenino,26
Dirección Administrativa de Gestión de Riesgo de Desastres,TANGUA,masculino,87
Subsecretaría de Asistencia Técnica,SAMANIEGO,masculino,71
Subsecretaría de Economía Regional y Agua Potable,PUPIALES,masculino,54
Secretaría de Gobierno,FRANCISCO PIZARRO,femenino,37
Oficina Jurídica,SAN PEDRO DE CARTAGO,masculino,62
Secretaría de Ambiente y Desarrollo Sostenible,SANTACRUZ,masculino,83
Secretaría de Ambiente y Desarrollo Sostenible,EL ROSARIO,femenino,26
Subsecretaría de Economía Regional y Agua Potable,EL CHARCO,femenino,6
Archivo General,IPIALES,femenino,60
Secretaría de Recreación y Deporte,LA TOLA,masculino,24
Secretaría de Recreación y Deporte,GUACHUCAL,masculino,53
Secretaría de Gobierno,ALBAN,femenino,64
Subsecretaría de Economía Regional y Agua Potable,COLON,masculino,52
Subsecretaría de Presupuesto,CUASPUD,femenino,76
Oficina Jurídica,IPIALES,masculino,78
Secretaría de Hacienda,LINARES,femenino,31
Secretaría de Planeación,CHACHAGUI,masculino,88
Subsecretaría Administrativa,CUMBITARA,femenino,36
Subsecretaría de Gestión Ambiental y Crecimiento Verde,IMUES,femenino,12
Subsecretaría de Paz y Derechos Humanos,OLAYA HERRERA,masculino,60
Oficina Control Interno de Gestión,PUERRES,masculino,49
Secretaría de Infraestructura y Minas,NARIÑO,masculino,44
Subsecretaría Administrativa y Financiera,CUMBAL,femenino,8
Departamento Administrativo de Contratación,ILES,femenino,64
Subsecretaría de Minas,ARBOLEDA,femenino,68
Subsecretaría de Rentas,EL PEÑOL,masculino,10
Oficina Control Interno de Gestión,OLAYA HERRERA,femenino,6
Secretaría de Agricultura y Desarrollo Rural,YACUANQUER,masculino,71
Subsecretaría de Desarrollo Comunitario,LEIVA,masculino,53
Subsecretaría de Gestión Ambiental y Crecimiento Verde,RICAURTE,femenino,70
Secretaría de Ambiente y Desarrollo Sostenible,EL CHARCO,masculino,56
Subsecretaría de Paz y Derechos Humanos,SAN BERNARDO,masculino,51
Secretaría de Educación,SAN PABLO,masculino,44
Subsecretaría de Talento Humano,LA LLANADA,masculino,26
Subsecretaría Administrativa y Financiera,ILES,masculino,77
Secretaría de Recreación y Deporte,PROVIDENCIA,femenino,19
Subsecretaría de Transito y Trasnporte,ILES,femenino,55
Subsecretaría de Calidad Educativa,CONTADERO,masculino,56
Secretaría de Hacienda,LA LLANADA,masculino,7
Subsecretaría de Paz y Derechos Humanos,ARBOLEDA,masculino,20
Secretaría de Hacienda,EL CHARCO,masculino,29
Subsecretaría de Asistencia Técnica,CORDOBA,masculino,76
Oficina Jurídica,BELEN,femenino,27
Subsecretaría de Gestión Pública,GUACHUCAL,masculino,27
Subsecretaría de Gestión Pública,GUAITARILLA,masculino,32
Departamento Administrativo de Contratación,TAMINANGO,masculino,53
Secretaría de Ambiente y Desarrollo Sostenible,EL PEÑOL,femenino,44
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",PUPIALES,masculino,21
Dirección Administrativa de Cultura,EL PEÑOL,femenino,67
Subsecretaría de Transito y Trasnporte,CUASPUD,masculino,27
Secretaría de Ambiente y Desarrollo Sostenible,LINARES,femenino,80
Subsecretaría de Minas,SAPUYES,femenino,65
Secretaría de Ambiente y Desarrollo Sostenible,EL CHARCO,masculino,65
Secretaría General,EL TABLON DE GOMEZ,masculino,76
Subsecretaría de Presupuesto,PUPIALES,femenino,72
Dirección Administrativa de Gestión de Riesgo de Desastres,LEIVA,masculino,48
Subsecretaría de Gestión Pública,PUPIALES,femenino,64
Subsecretaría de Calidad Educativa,SANTA BARBARA,femenino,5
Subsecretaría de Transito y Trasnporte,BARBACOAS,femenino,88
Secretaría de Agricultura y Desarrollo Rural,IPIALES,masculino,6
"Secretaría de TIC, Innovación y Gobierno Abierto",BARBACOAS,masculino,12
Secretaría de Equidad de Genero e Inclusión Social,ILES,femenino,48
Subsecretaría Administrativa y Financiera,FRANCISCO PIZARRO,masculino,21
Subsecretaría de Desarrollo Comunitario,POTOSI,masculino,60
Subsecretaría de Gestión Pública,LEIVA,masculino,74
Secretaría de Planeación,ALBAN,femenino,87
Subsecretaría Administrativa,LINARES,masculino,11
Secretaría de Educación,NARIÑO,masculino,65
Subsecretaría de Asistencia Técnica,SANTA BARBARA,femenino,28
Secretaría de Planeación,GUALMATAN,femenino,74
Oficina Jurídica,PROVIDENCIA,femenino,23
Subsecretaría de Rentas,PUPIALES,masculino,50
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",OSPINA,masculino,44
Subsecretaría de Economía Regional y Agua Potable,ALDANA,masculino,60
Oficina Control Interno Diciplinario,GUAITARILLA,masculino,41
Subsecretaría de Calidad Educativa,PUERRES,femenino,44
Subsecretaría Administrativa y Financiera,NARIÑO,femenino,65
"Secretaría de TIC, Innovación y Gobierno Abierto",CUMBAL,femenino,80
Subsecretaría de Desarrollo Comunitario,PUERRES,femenino,62
Secretaría de Educación,MOSQUERA,femenino,30
Dirección Administrativa de Gestión de Riesgo de Desastres,LA UNION,femenino,15
Oficina Control Interno de Gestión,RICAURTE,femenino,35
Secretaría de Ambiente y Desarrollo Sostenible,SANTACRUZ,masculino,87
Secretaría de Planeación,CORDOBA,femenino,27
Departamento Administrativo de Contratación,ROBERTO PAYAN,femenino,75
"Secretaría de TIC, Innovación y Gobierno Abierto",LA CRUZ,masculino,67
Oficina Control Interno de Gestión,MALLAMA,masculino,17
Subsecretaría de Desarrollo Comunitario,ILES,femenino,45
Dirección Administrativa de Cultura,LA UNION,femenino,83
Dirección Administrativa de Gestión de Riesgo de Desastres,TAMINANGO,femenino,84
Oficina Control Interno de Gestión,LA TOLA,masculino,72
Secretaría de Recreación y Deporte,SAN BERNARDO,masculino,80
Subsecretaría de Rentas,MOSQUERA,masculino,31
Subsecretaría de Presupuesto,LA UNION,femenino,87
Subsecretaría de Talento Humano,SAN LORENZO,femenino,11
Secretaría de Hacienda,TANGUA,masculino,32
"Secretaría de TIC, Innovación y Gobierno Abierto",PUERRES,femenino,87
Departamento Administrativo de Contratación,OSPINA,femenino,28
Secretaría de Educación,PUPIALES,femenino,26
Dirección Administrativa de Cultura,EL TAMBO,femenino,18
Subsecretaría de Asistencia Técnica,ANCUYA,femenino,52
Subsecretaría de Planeación Educativa y Cobertura,RICAURTE,femenino,52
Secretaría de Hacienda,ILES,masculino,69
Subsecretaría de Gestión Ambiental y Crecimiento Verde,SAN LORENZO,masculino,58
Subsecretaría de Planeación Educativa y Cobertura,POLICARPA,femenino,32
Departamento Administrativo de Contratación,ALDANA,masculino,46
Subsecretaría de Desarrollo Comunitario,POTOSI,femenino,55
Secretaría General,ILES,masculino,63
Subsecretaría de Presupuesto,CUASPUD,femenino,81
Subsecretaría de Calidad Educativa,TUQUERRES,masculino,24
Oficina Control Interno de Gestión,TUQUERRES,masculino,42
Secretaría de Hacienda,OLAYA HERRERA,masculino,86
Dirección Administrativa de Turismo,IMUES,femenino,76
Subsecretaría de Minas,CORDOBA,femenino,33
Archivo General,TUMACO,masculino,27
"Secretaría de TIC, Innovación y Gobierno Abierto",SAN BERNARDO,femenino,33
Oficina Control Interno de Gestión,ROBERTO PAYAN,femenino,68
Oficina Control Interno de Gestión,ANCUYA,masculino,73
Subsecretaría de Economía Regional y Agua Potable,ROBERTO PAYAN,masculino,48
Subsecretaría Administrativa,BUESACO,masculino,16
Departamento Administrativo de Contratación,COLON,femenino,22
Dirección Administrativa de Cultura,CUMBITARA,femenino,24
Subsecretaría de Paz y Derechos Humanos,EL TAMBO,femenino,84
Subsecretaría de Economía Regional y Agua Potable,CHACHAGUI,masculino,24
Secretaría de Agricultura y Desarrollo Rural,OSPINA,masculino,55
Secretaría General,SANTA BARBARA,masculino,58
Secretaría de Planeación,ILES,femenino,65
Secretaría General,EL PEÑOL,femenino,84
Subsecretaría de Presupuesto,OLAYA HERRERA,masculino,14
Secretaría de Infraestructura y Minas,SAN BERNARDO,femenino,85
"Secretaría de TIC, Innovación y Gobierno Abierto",TAMINANGO,femenino,13
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",PUERRES,masculino,23
Subsecretaría de Minas,FRANCISCO PIZARRO,femenino,87
Departamento Administrativo de Contratación,LOS ANDES,masculino,46
Secretaría de Agricultura y Desarrollo Rural,IMUES,femenino,41
Subsecretaría de Calidad Educativa,SAPUYES,femenino,69
Oficina Control Interno Diciplinario,PROVIDENCIA,femenino,80
Oficina Control Interno Diciplinario,GUACHUCAL,femenino,68
"Secretaría de TIC, Innovación y Gobierno Abierto",CORDOBA,femenino,20
Secretaría General,NARIÑO,masculino,19
Subsecretaría de Gestión Ambiental y Crecimiento Verde,COLON,masculino,24
Subsecretaría de Rentas,PUPIALES,femenino,57
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",PROVIDENCIA,femenino,60
Oficina Control Interno Diciplinario,PROVIDENCIA,masculino,29
Subsecretaría de Infraestructura y Vías,GUALMATAN,masculino,8
Secretaría de Gobierno,EL TAMBO,masculino,86
Secretaría de Educación,EL ROSARIO,masculino,54
Subsecretaría de Gestión Ambiental y Crecimiento Verde,CORDOBA,masculino,72
Secretaría de Educación,ARBOLEDA,femenino,23
Subsecretaría de Infraestructura y Vías,ILES,femenino,44
Secretaría de Ambiente y Desarrollo Sostenible,SANDONA,femenino,70
Oficina Control Interno de Gestión,EL PEÑOL,masculino,63
Subsecretaría Administrativa y Financiera,EL PEÑOL,masculino,86
Dirección Administrativa de Gestión de Riesgo de Desastres,GUALMATAN,femenino,71
Subsecretaría de Paz y Derechos Humanos,LEIVA,femenino,19
Secretaría de Educación,MAGUI,masculino,38
Subsecretaría de Gestión Ambiental y Crecimiento Verde,TANGUA,masculino,73
Subsecretaría de Gestión Ambiental y Crecimiento Verde,ALBAN,masculino,74
Subsecretaría de Desarrollo Comunitario,SAN BERNARDO,femenino,37
Secretaría de Infraestructura y Minas,LOS ANDES,femenino,32
Subsecretaría de Talento Humano,SANTACRUZ,masculino,64
Subsecretaría de Economía Regional y Agua Potable,LA LLANADA,femenino,7
Secretaría de Ambiente y Desarrollo Sostenible,YACUANQUER,femenino,26
Subsecretaría de Calidad Educativa,OSPINA,masculino,59
Subsecretaría de Transito y Trasnporte,TANGUA,femenino,47
Subsecretaría de Rentas,MALLAMA,femenino,75
Subsecretaría de Economía Regional y Agua Potable,SAN LORENZO,femenino,71
Subsecretaría de Talento Humano,SAPUYES,masculino,57
Secretaría de Ambiente y Desarrollo Sostenible,ROBERTO PAYAN,femenino,88
Secretaría de Equidad de Genero e Inclusión Social,TUMACO,femenino,13
Subsecretaría Administrativa y Financiera,TUQUERRES,femenino,10
Secretaría General,TUQUERRES,masculino,59
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",CORDOBA,femenino,66
Subsecretaría de Infraestructura y Vías,CHACHAGUI,masculino,63
Subsecretaría de Planeación Educativa y Cobertura,ROBERTO PAYAN,femenino,31
Archivo General,OLAYA HERRERA,masculino,23
Secretaría de Infraestructura y Minas,MALLAMA,masculino,72
Secretaría de Recreación y Deporte,CORDOBA,masculino,74
"Secretaría de TIC, Innovación y Gobierno Abierto",MAGUI,masculino,30
Subsecretaría de Paz y Derechos Humanos,BELEN,masculino,44
Subsecretaría de Asistencia Técnica,SANTA BARBARA,femenino,85
Archivo General,TUQUERRES,masculino,81
Subsecretaría de Gestión Pública,COLON,femenino,21
Secretaría de Equidad de Genero e Inclusión Social,SAN LORENZO,masculino,66
"Secretaría de TIC, Innovación y Gobierno Abierto",OSPINA,femenino,72
Subsecretaría de Calidad Educativa,BUESACO,masculino,26
Subsecretaría de Asistencia Técnica,SANTACRUZ,femenino,60
Subsecretaría de Talento Humano,SANTA BARBARA,femenino,42
Subsecretaría de Infraestructura y Vías,LA UNION,masculino,69
Subsecretaría de Desarrollo Comunitario,SANTA BARBARA,masculino,83
Secretaría de Gobierno,PUERRES,femenino,69
Subsecretaría de Desarrollo Comunitario,CORDOBA,femenino,50
Subsecretaría de Presupuesto,COLON,femenino,44
Subsecretaría de Calidad Educativa,OLAYA HERRERA,femenino,55
Archivo General,SAN PEDRO DE CARTAGO,masculino,33
Secretaría de Equidad de Genero e Inclusión Social,ALBAN,masculino,65
Secretaría de Gobierno,SAPUYES,femenino,13
Subsecretaría de Gestión Ambiental y Crecimiento Verde,GUALMATAN,masculino,11
Subsecretaría de Paz y Derechos Humanos,SANTA BARBARA,femenino,12
Secretaría de Ambiente y Desarrollo Sostenible,TANGUA,femenino,6
Secretaría de Infraestructura y Minas,FUNES,masculino,62
Subsecretaría de Minas,TUMACO,femenino,62
Oficina Control Interno de Gestión,EL PEÑOL,femenino,34
Oficina Jurídica,SANTACRUZ,masculino,39
Subsecretaría de Minas,ANCUYA,masculino,58
Subsecretaría de Desarrollo Comunitario,ROBERTO PAYAN,femenino,15
Subsecretaría de Infraestructura y Vías,BARBACOAS,femenino,43
Secretaría de Hacienda,TAMINANGO,masculino,32
Subsecretaría Administrativa y Financiera,EL ROSARIO,femenino,65
Oficina Jurídica,COLON,masculino,87
Dirección Administrativa de Cultura,RICAURTE,femenino,72
Dirección Administrativa de Cultura,MOSQUERA,masculino,31
Secretaría de Agricultura y Desarrollo Rural,PUPIALES,masculino,56
Subsecretaría de Asistencia Técnica,EL PEÑOL,masculino,24
Secretaría de Gobierno,BELEN,femenino,8
Subsecretaría de Gestión Ambiental y Crecimiento Verde,PUPIALES,masculino,60
Subsecretaría de Gestión Ambiental y Crecimiento Verde,ROBERTO PAYAN,masculino,74
Subsecretaría Administrativa y Financiera,ILES,femenino,51
"Secretaría de TIC, Innovación y Gobierno Abierto",SANTA BARBARA,femenino,71
Subsecretaría de Gestión Ambiental y Crecimiento Verde,EL TAMBO,femenino,35
"Secretaría de TIC, Innovación y Gobierno Abierto",CUMBAL,femenino,57
Subsecretaría de Presupuesto,LEIVA,masculino,68
Subsecretaría de Calidad Educativa,BELEN,femenino,15
Subsecretaría de Paz y Derechos Humanos,LOS ANDES,femenino,21
Secretaría General,SANDONA,femenino,77
Subsecretaría de Desarrollo Comunitario,FUNES,femenino,64
Subsecretaría de Calidad Educativa,BUESACO,femenino,54
Subsecretaría de Minas,IPIALES,femenino,23
Subsecretaría de Asistencia Técnica,EL TABLON DE GOMEZ,masculino,11
Secretaría de Infraestructura y Minas,LA FLORIDA,masculino,48
Subsecretaría de Rentas,EL PEÑOL,femenino,49
Oficina Control Interno de Gestión,POLICARPA,masculino,76
Secretaría de Agricultura y Desarrollo Rural,GUACHUCAL,femenino,30
Secretaría de Planeación,IMUES,masculino,6
Secretaría de Infraestructura y Minas,TANGUA,femenino,30
Dirección Administrativa de Gestión de Riesgo de Desastres,EL TABLON DE GOMEZ,masculino,12
Oficina Control Interno Diciplinario,FRANCISCO PIZARRO,masculino,24
Departamento Administrativo de Contratación,LA LLANADA,masculino,36
Subsecretaría Administrativa y Financiera,ANCUYA,masculino,17
Subsecretaría de Calidad Educativa,GUAITARILLA,masculino,42
Secretaría de Recreación y Deporte,TAMINANGO,femenino,82
Dirección Administrativa de Turismo,POTOSI,femenino,87
Oficina Jurídica,LEIVA,femenino,41
Dirección Administrativa de Cultura,OLAYA HERRERA,masculino,86
Subsecretaría de Presupuesto,ROBERTO PAYAN,masculino,56
Subsecretaría de Desarrollo Comunitario,OSPINA,masculino,50
Oficina Jurídica,SANDONA,masculino,52
